X1,X2,X3,X4,t,X5,X6,X7,X8,y,X9,y_delta
0.7116735302628457,1.668047321311954,-0.09239017734006542,2.1581864957479704,2.326188406291709,-0.8711904773099295,-1.3533474520959337,-0.27622884417739435,-0.7682628600564977,-1.963642207598188,-1.2932241873652104,-1.2209604597350983
-0.3244849560916726,0.7373477267548951,0.734285571818207,-1.1153029813311082,1.1471646004523668,0.16613910761471562,1.9067146723296382,-0.4329185359694847,-1.2201616431545763,1.1593516976743459,1.3718598680666352,0.901535134249206
-1.0018706386598804,-0.2015377573716711,-1.438882025137984,-0.6834995544997229,-0.8744647183787059,-3.27847101117713,-0.7379152084755883,0.9247625227702405,-1.2273927429214633,-1.2849286624882417,-1.3534084357472056,-0.8576710193464719
0.23625079403025182,-0.1509119474905124,-0.6634220249431935,0.8322547521385095,-0.5457837613615497,0.5659959771399505,-0.23760917255242003,1.4828450569172809,1.5900608213434793,2.1113565647499595,2.4689652530778456,2.1093610779666965
-0.10215984129468976,0.9160518074370021,-0.10072808829300164,1.5472806317680006,1.3972158060282054,0.2021020076253397,2.951636094886619,-0.4027828512345044,-0.5150672372814715,-0.08521293154469099,1.4560614711599162,-0.004644608777270562
-1.141292625436449,1.1603296370270422,2.146986573285621,-1.3936652978939208,2.4474591453018824,1.0845672413777794,0.3906976686545762,0.5968584988557164,-1.4328005757319007,0.36877640444597926,-1.055538157072464,1.0324155847627603
2.654407260948932,-2.6199619982819256,1.393708086434868,-2.19944258561682,-0.24495796485468593,0.7070075371334841,-2.0607203242890586,1.8379810305711917,1.85890374531647,0.789915171510098,0.27201730580787353,0.8233609339099516
1.4406051935240283,-1.3252945719279428,-0.2073711320618591,0.1013581333743484,-0.9862780649359547,1.566336636734869,0.07478141517687775,-0.31178232486064705,-0.689056855331416,-0.418470097398011,-2.360188342379496,0.12351129025022645
0.09890227037346239,0.45998861835908145,0.76358728607377,-0.5073386711932781,0.7089508891090974,-0.981269735380351,1.7708041310742964,0.46923231313517044,-1.1115643720813704,1.5539873740655705,2.1843794496407063,0.9340522595136271
-3.121532153116367,0.10205164657422643,0.2050536502590706,1.4936383614132553,0.31956395578402363,0.538402330769092,-0.4219405649983241,0.727609317716864,1.3864126650258068,0.16708216743511806,-0.7265390554607635,-0.4791740878828622
-1.0765216453990678,1.0535527808200817,-1.0414961740454705,-1.5820664154907749,-0.5061510876326072,-1.6718528716063588,-0.45175255888433896,-1.792952058744552,-2.0053060215501075,-1.6371043791155224,-0.45773577772012264,-1.6923433269032813
-0.3256819577017176,1.6240426122549152,-0.8280760893682219,-0.9524173297062886,-0.016985796555708976,-0.257795271158059,-0.2968538018761814,-1.518272011128847,-0.32520003344021053,-2.416329888713814,-0.794179406188988,-2.986621295194277
-1.0354978755020454,-1.5006350175855034,-1.0537956851227857,0.8086889717283338,-0.9696196498130567,-0.9994373204511264,0.6333292711426869,-1.1067584309934118,2.1163175650921433,-0.3068261563550304,1.0856117634612201,0.11017433179711505
-0.4263203790095741,-0.27783169152926335,-0.08875866470155816,-1.0199472625331996,-0.28285274440648633,2.015428283016867,-0.13819625948534736,0.47353097507500136,-0.7609091369424931,-0.3638666394747689,0.04279549004846467,-0.7159652577066697
-1.029361395343585,1.1939950195092435,0.15819335462130032,-0.04750312331546125,1.615820014032383,0.15992122140103426,0.40973888315911056,0.029598555933382314,-0.8888219756833179,-1.8300466156467678,-1.362689905877483,-1.737506195130274
-0.5217742043048694,0.8618153268674301,-1.7893230472518888,-0.5149550839537489,-1.1466899003964786,-0.6153461797826328,-0.2653884545646019,0.6580911896391037,-1.1496712447426112,-0.36201370582986375,-0.4715490674616068,0.35497915255728935
-0.4227575676396196,-0.4170460437934428,1.0634817778402788,-1.3952677266927913,1.2222562638601666,0.5757115017958656,3.1501257873725104,1.3575573391119091,-1.8208772028914844,1.5658684079025482,1.8061870643281426,1.7428767747129394
-0.09924417465041599,-0.24953641691846906,0.037120005088365535,1.5502910528943652,-1.784821394747583,-0.8919172235964733,-0.372297607370798,-0.837034717288838,2.152757526142367,-1.434920127063787,-1.1140188417324888,-0.5680770101184656
-1.3802580133388909,0.943677354839069,-0.16375793041290654,-0.7742416846340104,0.5070736074514449,-0.14559381327232965,0.8093017886628594,0.812887514916412,-0.538803139133899,0.10838636652386652,0.8926114468496179,-0.8063924648758467
0.30190281607464453,-0.7663106382149386,-0.32820756904280945,0.5732506430233087,-1.7391763205761737,1.483949383536506,0.4121032137344546,-0.14556020073980536,2.3563980103909987,0.5386092790036239,0.5577273914803628,1.1933412091951714
