X1,X2,X3,X4,t,X5,y,X6,X7,y_delta
0.7116735302628457,1.668047321311954,-0.09239017734006542,-0.43171852031170316,2.1397668619537074,1.527651123740989,0.7176381188754242,-0.7624006341720126,0.891684474671897,0.5934612403639505
-0.3244849560916726,0.7373477267548951,0.734285571818207,-1.3928739678290634,-0.5527988409203012,1.0146841211313868,-0.4638859100167558,0.2390251910117952,-0.9838155960077565,-1.1166394931000023
-1.0018706386598804,-0.2015377573716711,-1.438882025137984,0.3115706675062827,-1.2653564291481774,-0.14613195511093008,-3.8949695682710557,-0.7618647435921055,0.2895978447891319,-3.9663736195221473
0.23625079403025182,-0.1509119474905124,-0.6634220249431935,-0.013234879914713156,-0.16053146166543242,-0.17247080834295503,0.36114682407033805,0.27760746752653276,1.3122579327855945,-0.3646666029384016
-0.10215984129468976,0.9160518074370021,-0.10072808829300164,1.4497077275318808,3.253975414352526,1.8419041887057226,2.891374575037701,1.1369402591925004,0.0714473371840183,3.0142801551500558
-1.141292625436449,1.1603296370270422,2.146986573285621,0.2981527385024957,0.6540815674031234,1.5601027175745494,2.823424170615417,1.6685357332033188,0.6339087149144018,2.1260944440780065
2.654407260948932,-2.6199619982819256,1.393708086434868,-0.829896033406976,-1.0417262583687052,0.746124512002551,-0.06332080489672232,-2.6880016270338234,-0.05979692274611792,-0.378511554863619
1.4406051935240283,-1.3252945719279428,-0.2073711320618591,-1.5961585252315182,-1.4096207244179875,-0.6192736878941321,-0.6779561843478581,0.1252793550676503,-1.7000969292304435,-0.6279362899119707
0.09890227037346239,0.45998861835908145,0.76358728607377,0.6134377951589626,1.0132216858045329,0.5152187591623687,0.4880673113520064,1.8762555678107904,2.858326247363152,-0.19195991300046988
-3.121532153116367,0.10205164657422643,0.2050536502590706,-0.3175971209470766,0.5499423007591656,0.25635897184023887,0.8349830060390646,-0.20706490715986647,0.6838466268235063,0.04303636310537379
-1.0765216453990678,1.0535527808200817,-1.0414961740454705,-0.0739966527562163,-1.6020234764116341,0.4906087912559696,-2.207241932895845,-0.5932542462759713,-2.1683415933222587,-1.9442802798524639
-0.3256819577017176,1.6240426122549152,-0.8280760893682219,-0.6086309001319741,-0.9419427225028003,-0.15548442157686146,-1.4140164108456075,-1.2269582292199954,-2.850879453870859,-1.7361110789462062
-1.0354978755020454,-1.5006350175855034,-1.0537956851227857,-1.999873011164902,-1.6361445001357264,0.3422020100527521,-2.5920635409662887,0.8232769965580228,-0.04058172491113296,-2.295816527183247
-0.4263203790095741,-0.27783169152926335,-0.08875866470155816,0.9082406924030549,-0.08880680452310358,-0.4898434923850703,2.267088521521795,0.15386547292514363,0.9439773086722922,1.4930163710820386
-1.029361395343585,1.1939950195092435,0.15819335462130032,0.48297993016438,1.623414999954914,1.5115281683077657,2.361412574885128,0.565367870375558,0.7657503942027764,1.9859451278938336
-0.5217742043048694,0.8618153268674301,-1.7893230472518888,0.22187845082210064,-0.15975162337041499,0.2496692532389122,-0.3912270401119916,0.5094993611974843,1.3282314852300536,-1.1636857594775942
-0.4227575676396196,-0.4170460437934428,1.0634817778402788,0.6640291792310709,0.18187905592750864,0.04994255552628668,1.2079793562703447,2.427481374457339,2.588494502281954,0.3555331854292781
-0.09924417465041599,-0.24953641691846906,0.037120005088365535,-1.2458068100248598,0.5304663620170258,-2.073490091338731,-2.3846169887817474,0.7320235015400262,-0.045417766785929126,-3.168727206889029
-1.3802580133388909,0.943677354839069,-0.16375793041290654,1.968879071653625,0.20750062863502589,0.9820114724228142,1.707584593668319,0.3964146178357355,2.234042599969775,0.90798063166524
0.30190281607464453,-0.7663106382149386,-0.32820756904280945,-0.31864892655032845,-0.9805824831527153,-1.9072957855788513,-0.3736234795162192,-0.04957313624599746,-1.4329445193050419,-0.6864952378503675
-1.033599322802397,0.2082287310833186,1.5889765035000567,0.3597679027117872,1.4102635688821121,2.902695947408091,4.268375842649765,1.6788180008308768,2.0834560653292202,3.789477778974095
-1.5021775231019556,1.4087229250418996,-0.18878301639751396,0.7461710353895793,2.004295785057452,-0.25555064787216053,2.0412704771674655,0.046936385058984065,-0.08737383937357346,1.8663218346374495
-1.3795933998058296,-1.489104010486907,-0.1817229707189814,-2.724859070259875,-2.5627265020079992,-1.8814827575409847,-1.236515689373542,0.5557140079401006,-1.8385962443852095,-0.11306126194357424
-0.2044548172524101,-1.4758085333317534,0.7179002124106627,1.6753788633389064,1.2936461367723926,-0.6839721608849014,2.4230701364096294,1.6484064537333571,1.2175564410432733,1.8633929592257004
0.6421249443983306,0.990846316763321,-0.0007072508451907222,0.05623270096859614,1.2069237528292225,2.1462894154697274,1.4990831741775605,2.8580469066300465,2.288568693803558,0.9404854556928114
-0.18117553089205213,-0.8832304261094982,0.7821669662745457,-1.6992454573099904,-3.003195192836314,-0.4963766241863883,-1.130178386830455,0.6326852239696552,-2.0573139298306966,0.20587750838173874
0.771749162300319,-0.36618387575576145,0.0869911211711735,-0.3613570924374281,1.462257637346851,-1.8074008859947035,-1.5932435578429018,0.5312668090071386,-0.37835940272218455,-2.0407168870251757
0.7415234835443403,-1.5347050330234122,0.06625556927225097,2.7297500174800984,-0.0770599452781002,0.8433282482913604,3.1705389167373466,-0.06264225365102442,-0.15028358430157748,2.3833085540365837
1.3247627338331212,-0.35157551113856034,1.2005649415573179,-0.23884901093860447,1.0828027321002842,-0.16993120266801504,1.529212772700728,1.9654118140375862,2.000149603297004,0.8796550938915594
0.4392867111086214,0.6399181149851065,-0.06166531132228107,-1.4239584140647499,-0.513058990001664,0.29089829820824853,-1.5233061832335348,-1.8930895350760981,-0.9824483925328732,-2.1515870528487904
-0.5578734968993451,0.6892391666626596,-0.9009063455442049,-0.16490146962311555,-0.2561996197586204,2.977283859211414,-0.3495076533812099,0.36102150441281267,-0.9324688258683763,-1.0433905653995403
0.9270795762156202,0.7572523652762919,-1.259248044002328,0.3853723822460273,2.060122291119631,1.9558616393467734,3.5471699291487364,-0.006271428372632504,-0.026324008209423155,3.419136377477701
-0.6007265920451386,-1.4305497703198065,0.05663286486438104,-0.6203658441719471,-1.4266490257112217,-0.6753730092691712,-1.9333288166033669,0.5244929771657102,-0.2486094562554691,-1.8854806703097884
-1.5197484331342785,-0.428879298933193,-0.966218615905405,-0.6029324592514637,-2.642290429963728,0.2818361322510594,-1.1354418015046424,0.5317825812990397,-0.6930063328224965,0.07660427214736731
2.0973291882337453,-0.6850118577799638,0.748555548637642,1.1810755290153176,3.98090736720361,-1.061870481853066,0.17655145542023654,-1.0245159777705017,0.8036940463785875,0.1770670694508858
0.8925619570130623,-0.12564086405458477,0.2781863888490101,0.833703077106062,1.542823057091804,-0.6692084505809706,0.8841824573598343,1.3427531195951796,0.2499179547366579,0.46228704226185696
